RC-COMBINED GENDER BY RACE INDICATOR,RC-ILLICIT DRUG OTHER THAN MARIJUANA - EVER USED,RECODED # R's CHILDREN < 18 IN HOUSEHOLD,Total %,Total % SE,Total % CI (lower),Total % CI (upper),Row %,Row % SE,Row % CI (lower),Row % CI (upper),Column %,Column % SE,Column % CI (lower),Column % CI (upper),Weighted Count,Unweighted Count,Count SE
Overall,Overall,Overall,1.0,0.0,N/A,N/A,1.0,0.0,N/A,N/A,1.0,0.0,N/A,N/A,24762947.849844847,5678,715864.0347764988
Overall,Overall,0,0.9995984461736183,0.00032854864709153163,0.9979250012463453,0.9999223962422332,1.0,0.0,N/A,N/A,0.9995984461736183,0.00032854864709153163,0.9979250012463453,0.9999223962422332,24753004.19338325,5676,713741.3547092397
Overall,Overall,1,0.0004015538263818741,0.0003285486470915306,7.760375776687093e-05,0.002074998753654228,1.0,0.0,N/A,N/A,0.0004015538263818741,0.0003285486470915306,7.760375776687093e-05,0.002074998753654228,9943.6564616,2,8206.99375530389
Overall,Overall,2,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,Overall,3 - 3 or more,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,0 - Never used drug/used only marijuana,Overall,0.870186128340163,0.00656032048530596,0.856430963131333,0.8828037688424493,0.870186128340163,0.00656032048530596,0.856430963131333,0.8828037688424493,1.0,0.0,N/A,N/A,21548373.71574585,4885,627187.7021109863
Overall,0 - Never used drug/used only marijuana,0,0.8697845745137811,0.006667035661594618,0.8557982290487662,0.8826004576500983,0.8701339801429723,0.006575989890802072,0.856344843359747,0.8827807056871894,0.9995385426022042,0.000378627925599291,0.9976047424472565,0.9999112370207442,21538430.05928425,4883,625732.8515699644
Overall,0 - Never used drug/used only marijuana,1,0.0004015538263818741,0.0003285486470915306,7.760375776687093e-05,0.002074998753654228,1.0,0.0,N/A,N/A,0.00046145739779582343,0.000378627925599291,8.876297925572997e-05,0.0023952575527433663,9943.6564616,2,8206.99375530389
Overall,0 - Never used drug/used only marijuana,2,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,0 - Never used drug/used only marijuana,3 - 3 or more,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,1 - Illicit drug except for marijuana are ever used,Overall,0.12981387165983688,0.00656032048530596,0.11719623115755062,0.1435690368686668,0.12981387165983688,0.00656032048530596,0.11719623115755062,0.1435690368686668,1.0,0.0,N/A,N/A,3214574.134098992,793,195373.0513945716
Overall,1 - Illicit drug except for marijuana are ever used,0,0.12981387165983688,0.00656032048530596,0.11719623115755062,0.1435690368686668,0.12986601985702742,0.0065759898908020736,0.11721929431281025,0.14365515664025266,1.0,0.0,N/A,N/A,3214574.134098992,793,195373.0513945716
Overall,1 - Illicit drug except for marijuana are ever used,1,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,1 - Illicit drug except for marijuana are ever used,2,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,1 - Illicit drug except for marijuana are ever used,3 - 3 or more,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
"1 - Male, White, Not Hisp",Overall,Overall,1.0,0.0,N/A,N/A,1.0,0.0,N/A,N/A,1.0,0.0,N/A,N/A,6434346.81822626,1669,268935.9205985933
"1 - Male, White, Not Hisp",Overall,0,0.9987621323602052,0.0012348803165333744,0.9908692169340858,0.9998333289370084,1.0,0.0,N/A,N/A,0.9987621323602052,0.0012348803165333744,0.9908692169340858,0.9998333289370084,6426381.948516761,1668,268427.6086345602
"1 - Male, White, Not Hisp",Overall,1,0.0012378676397949676,0.001234880316533374,0.00016667106299167607,0.009130783065913221,1.0,0.0,N/A,N/A,0.0012378676397949676,0.001234880316533374,0.00016667106299167607,0.009130783065913221,7964.8697095,1,7964.8697095
"1 - Male, White, Not Hisp",Overall,2,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
"1 - Male, White, Not Hisp",Overall,3 - 3 or more,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
